date,location,temp_max_c,temp_min_c,temp_mean_c,precip_mm
2023-01-01,Denver,17.888311751204945,8.196374576387177,13.490142459033699,0.0
2023-01-02,Denver,17.145119449227924,8.276539892934846,11.808980726512297,0.0
2023-01-03,Denver,19.409435166570468,8.778167431826066,14.390546565397774,0.0
2023-01-04,Denver,22.38665939094962,14.794020649483134,17.240145243126374,0.0
2023-01-05,Denver,16.032456748476953,5.648237968271686,12.191971424260151,0.0
2023-01-06,Denver,17.451896774127675,6.706235289119697,12.415131512739261,0.009115585055828546
2023-01-07,Denver,23.824957950207,12.693915911868013,18.077960513338827,0.0
2023-01-08,Denver,23.041724182842874,9.39097229523204,15.865008771150311,1.110128537407507
2023-01-09,Denver,18.815107118795396,4.877989212973721,12.376200879667586,0.0
2023-01-10,Denver,23.86346848566088,9.112139701866354,15.633694799393549,0.1441148197464237
2023-01-11,Denver,16.685536451589748,10.597869142919292,12.836557795921824,0.0
2023-01-12,Denver,19.358238922332422,9.969123417354956,13.049757967251404,0.0
2023-01-13,Denver,20.66725832159768,11.32947317953367,15.392245312990152,0.0
2023-01-14,Denver,17.429843334907268,4.106002359764506,9.145138935080757,0.0
2023-01-15,Denver,13.715545032505526,4.151503929834568,9.927992460538253,1.000731198217935
2023-01-16,Denver,17.37314748551635,9.721345968517712,13.632730248787514,0.0
2023-01-17,Denver,16.597873718774068,7.216812540224484,12.496962686940101,0.0
2023-01-18,Denver,18.50717003876903,12.826088023763724,16.69301362523374,0.0
2023-01-19,Denver,17.451271161446982,9.157180398456045,13.239903693968124,0.0
2023-01-20,Denver,15.800895505664318,9.049586143267199,11.939594497994864,0.0
2023-01-21,Denver,26.010334681202448,17.16959387065449,20.784744001488136,0.0
2023-01-22,Denver,21.433094650498962,12.947987595257723,15.920460686833223,1.5973117372988304
2023-01-23,Denver,24.82325993046635,13.47281355110852,17.00900367164252,0.0
2023-01-24,Denver,19.165015479805596,6.158917027614761,12.73937972252652,0.0
2023-01-25,Denver,19.720840202608496,12.010294019350017,15.586195686102101,0.30306153120575074
2023-01-26,Denver,21.40866259606718,8.80771150583363,17.756284603089718,0.37907302093947504
2023-01-27,Denver,19.910980728148452,8.43312511956736,14.173101970888695,0.48252525316472816
2023-01-28,Denver,21.97372568713139,13.676821312120044,18.954075497662355,0.0
2023-01-29,Denver,23.971425600762174,12.511774122252465,16.224237451980645,0.0
2023-01-30,Denver,24.117618853207347,11.297993853011931,17.348458672125417,0.9995512781984313
2023-01-31,Denver,20.910198837234454,12.477419054748172,16.61396231539151,0.0
2023-02-01,Denver,26.599855029967852,18.986542101636125,24.169556823604168,0.0
2023-02-02,Denver,25.794719782786473,9.923784414135163,18.763911221538354,0.0
2023-02-03,Denver,20.64912467525127,10.965024292717171,15.820934443130195,0.0
2023-02-04,Denver,28.506018275448817,14.925383818060109,21.649293807488622,0.0
2023-02-05,Denver,18.312950393679913,11.759356519560292,15.704591881871462,0.0
2023-02-06,Denver,24.277931805483018,15.22947707565912,20.176994339913676,0.0
2023-02-07,Denver,18.860302108427874,6.196235605397332,13.852436558850597,1.201927383560183
2023-02-08,Denver,20.99611205544846,11.866091751483,15.925641164801348,0.07281947465753807
2023-02-09,Denver,25.002093230119783,12.958518600343256,20.67719143733865,0.0
2023-02-10,Denver,28.410294550079787,16.414391748375323,22.476019651558538,0.6476174147908648
2023-02-11,Denver,24.344858492950777,16.789989300866072,20.94628913702467,0.9061577129423168
2023-02-12,Denver,25.040735962452956,14.305693581401616,20.254305189984898,0.0
2023-02-13,Denver,25.04489940562827,13.405624283620327,19.86445595806042,0.382421007840539
2023-02-14,Denver,22.26777825389351,10.563405059479592,16.496120002805387,0.5213501680052018
2023-02-15,Denver,25.00084794362062,16.28876270632297,18.933425626487285,0.0
2023-02-16,Denver,23.182656639026902,15.96032554052101,19.869619776783708,1.2681243908041488
2023-02-17,Denver,27.277567920400173,19.950017129830865,24.578739176503607,0.0
2023-02-18,Denver,29.507791400084958,17.702926310887264,22.591276167237194,0.09273208633147559
2023-02-19,Denver,21.919987691936406,10.490508527641003,16.42151667396702,0.0
2023-02-20,Denver,26.70749761357087,17.563675917005817,22.8302274184057,0.059882059945330114
2023-02-21,Denver,28.173873871526027,17.850162446307394,20.847145908242243,0.0
2023-02-22,Denver,25.286592014441492,14.54278328649326,20.113080063002204,0.0
2023-02-23,Denver,30.886268180456447,18.20144378643497,24.117322404360706,1.758845859418799
2023-02-24,Denver,30.611970435873815,19.67100704186209,25.51069271375865,0.0
2023-02-25,Denver,33.43497001176727,18.72267703611236,25.34384812444429,0.0
2023-02-26,Denver,27.794553886928277,13.910659391440113,20.16154262326347,0.0
2023-02-27,Denver,26.50413479248325,16.188810896359204,21.87758101520186,0.0
2023-02-28,Denver,30.379185993890438,19.027078134646878,23.921829567458907,0.0
2023-03-01,Denver,31.942321495602663,23.465698971498927,25.97425757122494,2.060782034209253
2023-03-02,Denver,28.77935608034809,16.08198141535069,21.726408744049568,1.4727028529573636
2023-03-03,Denver,26.272570490623153,17.408424150748644,22.71995568149331,0.0
2023-03-04,Denver,26.09666443485473,14.660218989064013,20.067587244857073,2.8049125800606536
2023-03-05,Denver,26.491894487296094,16.819380620752177,19.904257757021714,1.5796878355175878
