date,location,temp_max_c,temp_min_c,temp_mean_c,precip_mm,gdd_base10,gdd_cumulative,temp_anomaly_c,thermal_risk_lyme,thermal_risk_wnv
2023-01-01,Denver,17.888311751204945,8.196374576387177,13.490142459033699,0.0,3.4901424590336987,,-1.1857796183552498,0.3880324106083954,0.1
2023-01-02,Denver,17.145119449227924,8.276539892934846,11.808980726512297,0.0,1.8089807265122975,,-2.866941350876651,0.3588826631190041,0.1
2023-01-03,Denver,19.409435166570468,8.778167431826066,14.390546565397774,0.0,4.3905465653977735,,-0.28537551199117495,0.34210616584606607,0.1
2023-01-04,Denver,22.38665939094962,14.794020649483134,17.240145243126374,0.0,7.240145243126374,,2.5642231657374257,0.3879069229021264,0.1
2023-01-05,Denver,16.032456748476953,5.648237968271686,12.191971424260151,0.0,2.191971424260151,,-2.4839506531287974,0.4121402526176019,0.1
2023-01-06,Denver,17.451896774127675,6.706235289119697,12.415131512739261,0.009115585055828546,2.4151315127392614,,-2.260790564649687,0.41792821336408453,0.1
2023-01-07,Denver,23.824957950207,12.693915911868013,18.077960513338827,0.0,8.077960513338827,,3.402038435949878,0.430613399425266,0.1
2023-01-08,Denver,23.041724182842874,9.39097229523204,15.865008771150311,1.110128537407507,5.865008771150311,,1.1890866937613627,0.3856788336374644,0.1
2023-01-09,Denver,18.815107118795396,4.877989212973721,12.376200879667586,0.0,2.3762008796675858,,-2.2997211977213627,0.39443175754553844,0.1
2023-01-10,Denver,23.86346848566088,9.112139701866354,15.633694799393549,0.1441148197464237,5.633694799393549,,0.9577727220046004,0.42481046979299647,0.1
2023-01-11,Denver,16.685536451589748,10.597869142919292,12.836557795921824,0.0,2.8365577959218236,,-1.839364281467125,0.33365922919852614,0.1
2023-01-12,Denver,19.358238922332422,9.969123417354956,13.049757967251404,0.0,3.049757967251404,,-1.6261641101375446,0.28115420107745376,0.0
2023-01-13,Denver,20.66725832159768,11.32947317953367,15.392245312990152,0.0,5.392245312990152,,0.7163232356012035,0.29012941085688176,0.0
2023-01-14,Denver,17.429843334907268,4.106002359764506,9.145138935080757,0.0,0.0,,-5.5307831423081915,0.26772418148221433,0.0
2023-01-15,Denver,13.715545032505526,4.151503929834568,9.927992460538253,1.000731198217935,0.0,,-4.747929616850696,0.295270294548728,0.0
2023-01-16,Denver,17.37314748551635,9.721345968517712,13.632730248787514,0.0,3.6327302487875137,,-1.0431918286014348,0.2966284783109903,0.0
2023-01-17,Denver,16.597873718774068,7.216812540224484,12.496962686940101,0.0,2.496962686940101,,-2.1789593904488473,0.2719666867753097,0.0
2023-01-18,Denver,18.50717003876903,12.826088023763724,16.69301362523374,0.0,6.693013625233739,,2.0170915478447906,0.3787238899484769,0.1
2023-01-19,Denver,17.451271161446982,9.157180398456045,13.239903693968124,0.0,3.239903693968124,,-1.4360183834208247,0.4398715249106704,0.1
2023-01-20,Denver,15.800895505664318,9.049586143267199,11.939594497994864,0.0,1.9395944979948645,,-2.736327579394084,0.4743232945316399,0.1
2023-01-21,Denver,26.010334681202448,17.16959387065449,20.784744001488136,0.0,10.784744001488136,,6.108821924099187,0.4767969377519094,0.1
2023-01-22,Denver,21.433094650498962,12.947987595257723,15.920460686833223,1.5973117372988304,5.9204606868332235,,1.244538609444275,0.4655028771485254,0.1
2023-01-23,Denver,24.82325993046635,13.47281355110852,17.00900367164252,0.0,7.009003671642521,,2.3330815942535725,0.5115883966293578,0.1
2023-01-24,Denver,19.165015479805596,6.158917027614761,12.73937972252652,0.0,2.73937972252652,,-1.9365423548624285,0.5343792892099074,0.1
2023-01-25,Denver,19.720840202608496,12.010294019350017,15.586195686102101,0.30306153120575074,5.586195686102101,,0.9102736087131529,0.5156989983545421,0.1
2023-01-26,Denver,21.40866259606718,8.80771150583363,17.756284603089718,0.37907302093947504,7.756284603089718,,3.080362525700769,0.5187987612642099,0.1
2023-01-27,Denver,19.910980728148452,8.43312511956736,14.173101970888695,0.48252525316472816,4.173101970888695,,-0.5028201065002538,0.5222625877997495,0.1
2023-01-28,Denver,21.97372568713139,13.676821312120044,18.954075497662355,0.0,8.954075497662355,,4.278153420273407,0.5617991448698003,0.1
2023-01-29,Denver,23.971425600762174,12.511774122252465,16.224237451980645,0.0,6.224237451980645,,1.5483153745916969,0.6493844625994133,0.1
2023-01-30,Denver,24.117618853207347,11.297993853011931,17.348458672125417,0.9995512781984313,7.3484586721254175,,2.672536594736469,0.6596663668692975,0.3
2023-01-31,Denver,20.910198837234454,12.477419054748172,16.61396231539151,0.0,6.613962315391511,,1.9380402380025625,0.6764809839329862,0.3
2023-02-01,Denver,26.599855029967852,18.986542101636125,24.169556823604168,0.0,14.169556823604168,,3.6732857922796036,0.7039832115842748,0.3
2023-02-02,Denver,25.794719782786473,9.923784414135163,18.763911221538354,0.0,8.763911221538354,,-1.7323598097862103,0.6986807057668337,0.3
2023-02-03,Denver,20.64912467525127,10.965024292717171,15.820934443130195,0.0,5.820934443130195,,-4.675336588194369,0.7275433146218163,0.3
2023-02-04,Denver,28.506018275448817,14.925383818060109,21.649293807488622,0.0,11.649293807488622,,1.1530227761640575,0.6993644803713988,0.3
2023-02-05,Denver,18.312950393679913,11.759356519560292,15.704591881871462,0.0,5.704591881871462,,-4.791679149453103,0.6152428920162679,0.1
2023-02-06,Denver,24.277931805483018,15.22947707565912,20.176994339913676,0.0,10.176994339913676,,-0.319276691410888,0.6347661595244342,0.1
2023-02-07,Denver,18.860302108427874,6.196235605397332,13.852436558850597,1.201927383560183,3.852436558850597,,-6.6438344724739675,0.7026751922634988,0.3
2023-02-08,Denver,20.99611205544846,11.866091751483,15.925641164801348,0.07281947465753807,5.925641164801348,,-4.570629866523216,0.6955016752179486,0.3
2023-02-09,Denver,25.002093230119783,12.958518600343256,20.67719143733865,0.0,10.67719143733865,,0.180920406014085,0.7419273212191059,0.3
2023-02-10,Denver,28.410294550079787,16.414391748375323,22.476019651558538,0.6476174147908648,12.476019651558538,,1.9797486202339734,0.7387381540573378,0.3
2023-02-11,Denver,24.344858492950777,16.789989300866072,20.94628913702467,0.9061577129423168,10.94628913702467,,0.4500181057001065,0.765714515730346,0.3
2023-02-12,Denver,25.040735962452956,14.305693581401616,20.254305189984898,0.0,10.254305189984898,,-0.2419658413396668,0.7964061939108149,0.3
2023-02-13,Denver,25.04489940562827,13.405624283620327,19.86445595806042,0.382421007840539,9.864455958060422,,-0.6318150732641428,0.788165666762295,0.3
2023-02-14,Denver,22.26777825389351,10.563405059479592,16.496120002805387,0.5213501680052018,6.496120002805387,,-4.000151028519177,0.8053883135294284,0.6050515439338391
2023-02-15,Denver,25.00084794362062,16.28876270632297,18.933425626487285,0.0,8.933425626487285,,-1.5628454048372795,0.8147882394163571,0.6138639744528348
2023-02-16,Denver,23.182656639026902,15.96032554052101,19.869619776783708,1.2681243908041488,9.869619776783708,,-0.6266512545408567,0.7872974834882103,0.3
2023-02-17,Denver,27.277567920400173,19.950017129830865,24.578739176503607,0.0,14.578739176503607,,4.0824681451790426,0.8098338562410853,0.6092192402260174
2023-02-18,Denver,29.507791400084958,17.702926310887264,22.591276167237194,0.09273208633147559,12.591276167237194,,2.095005135912629,0.8346968614150101,0.6325283075765719
2023-02-19,Denver,21.919987691936406,10.490508527641003,16.42151667396702,0.0,6.4215166739670195,,-4.074754357357545,0.8414377439093811,0.6388478849150447
2023-02-20,Denver,26.70749761357087,17.563675917005817,22.8302274184057,0.059882059945330114,12.830227418405698,,2.333956387081134,0.8657103303526781,0.6616034347056357
2023-02-21,Denver,28.173873871526027,17.850162446307394,20.847145908242243,0.0,10.847145908242243,,0.35087487691767905,0.8710357791369927,0.6665960429409307
2023-02-22,Denver,25.286592014441492,14.54278328649326,20.113080063002204,0.0,10.113080063002204,,-0.38319096832236,0.8867647617496047,0.6813419641402544
2023-02-23,Denver,30.886268180456447,18.20144378643497,24.117322404360706,1.758845859418799,14.117322404360706,,3.621051373036142,0.9081363386027274,0.7013778174400568
2023-02-24,Denver,30.611970435873815,19.67100704186209,25.51069271375865,0.0,15.510692713758651,,5.014421682434087,0.9026926448701339,0.6962743545657505
2023-02-25,Denver,33.43497001176727,18.72267703611236,25.34384812444429,0.0,15.343848124444289,,4.847577093119725,0.9202622657799434,0.7127458741686968
2023-02-26,Denver,27.794553886928277,13.910659391440113,20.16154262326347,0.0,10.161542623263468,,-0.33472840806109616,0.9537547086840732,0.7441450393913186
2023-02-27,Denver,26.50413479248325,16.188810896359204,21.87758101520186,0.0,11.877581015201859,,1.3813099838772942,0.9400923449108668,0.7313365733539375
2023-02-28,Denver,30.379185993890438,19.027078134646878,23.921829567458907,0.0,13.921829567458907,,3.425558536134343,0.9241452761550648,0.7163861963953732
2023-03-01,Denver,31.942321495602663,23.465698971498927,25.97425757122494,2.060782034209253,15.974257571224939,15.974257571224939,1.5582146872597988,0.8939952139859949,0.6881205131118702
2023-03-02,Denver,28.77935608034809,16.08198141535069,21.726408744049568,1.4727028529573636,11.726408744049568,27.700666315274507,-2.6896341399155723,0.8925250147503277,0.6867422013284322
2023-03-03,Denver,26.272570490623153,17.408424150748644,22.71995568149331,0.0,12.71995568149331,40.42062199676782,-1.6960872024718299,0.9162721802129271,0.7090051689496191
2023-03-04,Denver,26.09666443485473,14.660218989064013,20.067587244857073,2.8049125800606536,10.067587244857073,50.488209241624894,-4.348455639108067,0.938226990634257,0.7295878037196157
2023-03-05,Denver,26.491894487296094,16.819380620752177,19.904257757021714,1.5796878355175878,9.904257757021714,60.39246699864661,-4.511785126943426,0.9245177999512189,0.7167354374542676
2023-03-06,Denver,28.395225741522054,22.65491978176912,26.033334971156727,0.3189520046944648,16.033334971156727,76.42580196980333,1.6172920871915863,0.9540483930714236,0.7444203685044595
2023-03-07,Denver,30.989033622192967,21.184192111192274,27.76392139119163,0.0,17.76392139119163,94.18972336099496,3.34787850722649,0.9674059881226571,0.7569431138649909
2023-03-08,Denver,25.516300935053113,18.634481932478245,23.575149201693264,3.0276399602024733,13.575149201693264,107.76487256268823,-0.8408936822718758,0.9791493902818404,0.7679525533892253
2023-03-09,Denver,31.490152288418574,20.872011494026474,26.89426254008541,0.0,16.89426254008541,124.65913510277363,2.4782196561202703,0.7,0.7964515517867338
2023-03-10,Denver,31.133848199153096,20.01505725126346,25.057534815459153,0.0,15.057534815459153,139.71666991823278,0.6414919314940128,0.7,0.8114456775804078
2023-03-11,Denver,29.37621820085823,17.07804841347057,22.122682622714187,1.9014112876382334,12.122682622714187,151.83935254094698,-2.293360261250953,0.7,0.7922743571948616
2023-03-12,Denver,30.335212961852932,18.81664508225927,25.22407079122327,3.3666576898398963,15.22407079122327,167.06342333217026,0.8080279072581291,0.7,0.8216449811819281
