date,min_temp_c,max_temp_c,gdd_cumulative,gdd_advancement,wnv_transmission_active,wnv_cases_weekly
2026-01-01,5.973713224089861,18.50813773895736,0.0,0.0,False,0
2026-01-02,0.8938855906305228,2.1530854685283582,0.0,0.0,False,0
2026-01-03,7.18150830480554,13.819679476833036,0.0,0.0,False,0
2026-01-04,14.184238851264203,22.457142034259427,0.0,0.0,False,0
2026-01-05,0.12677300221331222,-0.8598658764898204,0.0,0.0,False,0
2026-01-06,0.12690434440655562,13.477070868258433,0.0,0.0,False,0
2026-01-07,14.633702524059132,14.07906235398739,0.0,0.0,False,0
2026-01-08,8.139477833223271,18.254582974218483,0.0,0.0,False,0
2026-01-09,-1.7557950874796169,2.1043943129753444,0.0,0.0,False,0
2026-01-10,6.340480348687717,1.4363470953257895,0.0,0.0,False,0
2026-01-11,-1.707341542499698,16.175532524935182,0.0,0.0,False,0
2026-01-12,-1.725838028562055,14.375877385865488,0.0,0.0,False,0
2026-01-13,3.935698172528273,14.003942802767012,0.0,0.0,False,0
2026-01-14,-13.306241957262383,14.771585675975805,0.0,0.0,False,0
2026-01-15,-11.799342660104262,6.5598022273720735,0.0,0.0,False,0
2026-01-16,-2.4983002339277816,13.858029577288029,0.0,0.0,False,0
2026-01-17,-6.10264896267539,14.344579786389449,0.0,0.0,False,0
2026-01-18,4.5139786607621915,6.2851886557890575,0.0,0.0,False,0
2026-01-19,-5.264192604169687,26.926196089158054,0.0,0.0,False,0
2026-01-20,-9.298429610682332,15.7906633672943,0.0,0.0,False,0
2026-01-21,13.725190151372432,2.469572022378811,0.0,0.0,False,0
2026-01-22,0.19378959610771473,17.252428869070638,0.0,0.0,False,0
2026-01-23,2.540225637503391,4.2025466381814285,0.0,0.0,False,0
2026-01-24,-9.397985489707654,18.296676829939617,0.0,0.0,False,0
2026-01-25,-2.3550617962014613,21.26876463205923,0.0,0.0,False,0
2026-01-26,2.8873807176789286,5.434541453186316,0.0,0.0,False,0
2026-01-27,-7.207948619378422,19.707009033954574,0.0,0.0,False,0
2026-01-28,5.005584146765376,15.302247415491987,0.0,0.0,False,0
2026-01-29,-2.80510951935044,18.57648127995592,0.0,0.0,False,0
2026-01-30,-0.33354999834621424,27.174343861231577,0.0,0.0,False,0
2026-01-31,-2.8136528978351754,10.036895071977035,0.0,0.0,False,0
2026-02-01,16.818225476071504,5.970110685140083,0.0,0.0,False,0
2026-02-02,1.8920222020965287,4.883884562995814,0.0,0.0,False,0
2026-02-03,-6.461687431647203,5.473517720276494,0.0,0.0,False,0
2026-02-04,8.580359296825513,11.383186324687166,0.0,0.0,False,0
2026-02-05,-7.766749199768178,14.72921579853315,0.0,0.0,False,0
2026-02-06,3.670908760038043,14.213526394640152,0.0,0.0,False,0
2026-02-07,-13.677360991038205,18.61746599228819,0.0,0.0,False,0
2026-02-08,-8.625488391187444,12.104015135023257,0.0,0.0,False,0
2026-02-09,3.574889886952988,23.628272617258535,0.0,0.0,False,0
2026-02-10,7.9077326399632835,9.882745334096352,0.0,0.0,False,0
2026-02-11,3.370946249519764,33.76135333271695,0.0,0.0,False,0
2026-02-12,1.0748137408940757,17.00533878212005,0.0,0.0,False,0
2026-02-13,-0.4088295647143103,5.14273954866974,0.0,0.0,False,0
2026-02-14,-9.828175922939419,3.4328600155111015,0.0,0.0,False,0
